"Checked"	"Protein Groups Protein Group ID"	"# Proteins"	"# Unique Peptides"	"# Peptides"	"# PSMs"	"Group Description"	"Found in Sample: F1: Sample"	"Found in Sample: F2: Sample"	"Found in Sample: F3: Sample"	"Found in Sample: F4: Sample"	"Found in Sample: F5: Sample"	"Found in Sample: F6: Sample"	"Found in Sample: F7: Sample"	"Found in Sample: F8: Sample"	"Found in Sample: F9: Sample"	"Found in Sample: F10: Sample"	"Found in Sample: F11: Sample"	"Found in Sample: F12: Sample"	"Found in Sample: F13: Sample"	"Found in Sample: F14: Sample"	"Found in Sample: F15: Sample"	"Found in Sample: F16: Sample"	"Found in Sample: F17: Sample"	"Found in Sample: F18: Sample"	"Found in Sample: F19: Sample"	"Found in Sample: F20: Sample"	"Found in Sample: F41: Sample"	"Found in Sample: F42: Sample"	"Found in Sample: F43: Sample"	"Found in Sample: F44: Sample"
"False"	"816"	"1"	"6"	"6"	"11"	"[Master Protein] HAUS augmin-like complex subunit 1 OS=Homo sapiens OX=9606 GN=HAUS1 PE=1 SV=1"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"
"False"	"910"	"1"	"6"	"6"	"11"	"[Master Protein] RNA N6-adenosine-methyltransferase METTL16 OS=Homo sapiens OX=9606 GN=METTL16 PE=1 SV=2"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"1227"	"1"	"6"	"6"	"11"	"[Master Protein] Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"1659"	"1"	"6"	"6"	"11"	"[Master Protein] Armadillo repeat-containing protein 8 OS=Homo sapiens OX=9606 GN=ARMC8 PE=1 SV=2"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"2454"	"1"	"6"	"6"	"11"	"[Master Protein] BSD domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BSDC1 PE=1 SV=1"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"High"	"High"
"False"	"2579"	"1"	"6"	"6"	"11"	"[Master Protein] Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"
"False"	"2619"	"2"	"6"	"6"	"11"	"[Master Protein] Ras-related GTP-binding protein C OS=Homo sapiens OX=9606 GN=RRAGC PE=1 SV=1"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"2743"	"2"	"6"	"6"	"11"	"[Master Protein] ATP-binding cassette sub-family C member 2 OS=Homo sapiens OX=9606 GN=ABCC2 PE=1 SV=3"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"n/a"	"n/a"
"False"	"3829"	"1"	"6"	"6"	"11"	"[Master Protein] Threonylcarbamoyl-AMP synthase OS=Homo sapiens OX=9606 GN=YRDC PE=1 SV=1"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"4018"	"1"	"6"	"6"	"11"	"[Master Protein] Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=3"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"High"	"High"	"n/a"	"n/a"
"False"	"4333"	"1"	"6"	"6"	"11"	"[Master Protein] Activating signal cointegrator 1 OS=Homo sapiens OX=9606 GN=TRIP4 PE=1 SV=4"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"High"	"High"	"High"	"High"
"False"	"4410"	"1"	"6"	"6"	"11"	"[Master Protein] Phosphatidylinositol 4-kinase type 2-alpha OS=Homo sapiens OX=9606 GN=PI4K2A PE=1 SV=1"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"
"False"	"5312"	"1"	"6"	"6"	"11"	"[Master Protein] ATPase MORC2 OS=Homo sapiens OX=9606 GN=MORC2 PE=1 SV=2"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"High"	"High"
"False"	"453"	"1"	"6"	"6"	"10"	"[Master Protein] Dedicator of cytokinesis protein 5 OS=Homo sapiens OX=9606 GN=DOCK5 PE=1 SV=3"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"High"	"High"	"Peak Found"	"Peak Found"
"False"	"897"	"13"	"6"	"6"	"10"	"[Master Protein] Homeobox protein Hox-B9 OS=Homo sapiens OX=9606 GN=HOXB9 PE=1 SV=2"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"
"False"	"947"	"1"	"6"	"6"	"10"	"[Master Protein] DnaJ homolog subfamily B member 12 OS=Homo sapiens OX=9606 GN=DNAJB12 PE=1 SV=5"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"
"False"	"1142"	"1"	"6"	"6"	"10"	"[Master Protein] SURP and G-patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUGP1 PE=1 SV=2"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"
"False"	"1401"	"1"	"6"	"6"	"10"	"[Master Protein] Oxysterol-binding protein-related protein 3 OS=Homo sapiens OX=9606 GN=OSBPL3 PE=1 SV=1"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"Peak Found"	"Peak Found"	"High"	"High"
"False"	"1846"	"1"	"6"	"6"	"10"	"[Master Protein] Transport and Golgi organization protein 1 homolog OS=Homo sapiens OX=9606 GN=MIA3 PE=1 SV=1"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"Peak Found"	"Peak Found"
"False"	"3045"	"1"	"6"	"6"	"10"	"[Master Protein] COMM domain-containing protein 9 OS=Homo sapiens OX=9606 GN=COMMD9 PE=1 SV=2"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"3879"	"1"	"6"	"6"	"10"	"[Master Protein] Coiled-coil domain-containing protein 93 OS=Homo sapiens OX=9606 GN=CCDC93 PE=1 SV=2"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"
"False"	"4228"	"1"	"6"	"6"	"10"	"[Master Protein] Medium-chain acyl-CoA ligase ACSF2, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF2 PE=1 SV=2"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"n/a"	"n/a"
"False"	"4635"	"1"	"6"	"6"	"10"	"[Master Protein] HAUS augmin-like complex subunit 4 OS=Homo sapiens OX=9606 GN=HAUS4 PE=1 SV=1"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"
"False"	"4707"	"1"	"6"	"6"	"10"	"[Master Protein] RNA polymerase II-associated protein 1 OS=Homo sapiens OX=9606 GN=RPAP1 PE=1 SV=3"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"High"	"High"
"False"	"4811"	"3"	"6"	"6"	"10"	"[Master Protein] Homeobox protein cut-like 1 OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=3"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"High"	"High"
"False"	"6050"	"1"	"6"	"6"	"10"	"[Master Protein] Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens OX=9606 GN=PTPN12 PE=1 SV=3"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"High"	"Peak Found"	"High"	"High"
"False"	"1108"	"1"	"6"	"6"	"9"	"[Master Protein] STING ER exit protein OS=Homo sapiens OX=9606 GN=STEEP1 PE=1 SV=1"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"
"False"	"2049"	"1"	"6"	"6"	"9"	"[Master Protein] Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN OS=Homo sapiens OX=9606 GN=WRN PE=1 SV=2"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"
"False"	"4047"	"1"	"6"	"6"	"9"	"[Master Protein] Sulfhydryl oxidase 2 OS=Homo sapiens OX=9606 GN=QSOX2 PE=1 SV=3"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"
"False"	"5268"	"1"	"6"	"6"	"9"	"[Master Protein] RISC-loading complex subunit TARBP2 OS=Homo sapiens OX=9606 GN=TARBP2 PE=1 SV=3"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"5650"	"1"	"6"	"6"	"9"	"[Master Protein] Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"
"False"	"5911"	"1"	"6"	"6"	"9"	"[Master Protein] DNA excision repair protein ERCC-6-like OS=Homo sapiens OX=9606 GN=ERCC6L PE=1 SV=1"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"
"False"	"38"	"1"	"6"	"6"	"8"	"[Master Protein] Conserved oligomeric Golgi complex subunit 7 OS=Homo sapiens OX=9606 GN=COG7 PE=1 SV=1"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"High"	"n/a"	"High"	"High"
"False"	"1889"	"1"	"6"	"6"	"8"	"[Master Protein] Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens OX=9606 GN=MAP3K7 PE=1 SV=1"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"High"	"High"
"False"	"1977"	"2"	"6"	"6"	"8"	"[Master Protein] ATP-binding cassette sub-family B member 6 OS=Homo sapiens OX=9606 GN=ABCB6 PE=1 SV=1"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"
"False"	"2642"	"1"	"6"	"6"	"8"	"[Master Protein] SUN domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUN1 PE=1 SV=4"	"Peak Found"	"Peak Found"	"n/a"	"High"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"n/a"	"Peak Found"
"False"	"1172"	"1"	"6"	"6"	"7"	"[Master Protein] E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens OX=9606 GN=HECTD1 PE=1 SV=4"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"
"False"	"2424"	"2"	"6"	"6"	"7"	"[Master Protein] IQ motif and SEC7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=IQSEC1 PE=1 SV=1"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"High"	"High"
"False"	"618"	"1"	"6"	"6"	"6"	"[Master Protein] RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"High"	"High"	"n/a"	"Peak Found"
"False"	"5132"	"2"	"5"	"18"	"391"	"[Master Protein] RNA binding motif protein, X-linked-like-1 OS=Homo sapiens OX=9606 GN=RBMXL1 PE=1 SV=1"	"Peak Found"	"n/a"	"Peak Found"	"High"	"High"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"
"False"	"2525"	"1"	"5"	"17"	"975"	"[Master Protein] Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"High"	"n/a"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"
"False"	"2853"	"1"	"5"	"15"	"110"	"[Master Protein] Chromodomain-helicase-DNA-binding protein 3 OS=Homo sapiens OX=9606 GN=CHD3 PE=1 SV=3"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"Peak Found"	"High"
"False"	"2785"	"1"	"5"	"13"	"88"	"[Master Protein] YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"4244"	"1"	"5"	"12"	"146"	"[Master Protein] Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"
"False"	"3025"	"1"	"5"	"12"	"123"	"[Master Protein] Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6 PE=1 SV=4"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"3998"	"1"	"5"	"12"	"82"	"[Master Protein] YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"
"False"	"3725"	"1"	"5"	"11"	"124"	"[Master Protein] Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"n/a"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"
"False"	"4866"	"1"	"5"	"11"	"121"	"[Master Protein] Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"
"False"	"2823"	"1"	"5"	"10"	"105"	"[Master Protein] Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens OX=9606 GN=CSTF2T PE=1 SV=1"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"
"False"	"1498"	"1"	"5"	"9"	"122"	"[Master Protein] ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"
"False"	"1463"	"12"	"5"	"9"	"116"	"[Master Protein] Tyrosine-protein kinase Yes OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=3"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"
"False"	"5830"	"1"	"5"	"9"	"12"	"[Master Protein] Serine/threonine-protein kinase MRCK beta OS=Homo sapiens OX=9606 GN=CDC42BPB PE=1 SV=2"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"Peak Found"
"False"	"1497"	"12"	"5"	"8"	"94"	"[Master Protein] Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"High"	"High"
"False"	"277"	"1"	"5"	"8"	"60"	"[Master Protein] Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"
"False"	"6102"	"1"	"5"	"8"	"56"	"[Master Protein] Cytotoxic granule associated RNA binding protein TIA1 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3"	"Peak Found"	"n/a"	"High"	"High"	"Peak Found"	"n/a"	"High"	"n/a"	"High"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"High"	"n/a"	"High"	"High"	"High"	"High"
"False"	"5287"	"2"	"5"	"8"	"33"	"[Master Protein] Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens OX=9606 GN=GNA11 PE=1 SV=2"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"
"False"	"3108"	"1"	"5"	"7"	"210"	"[Master Protein] RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"
"False"	"4283"	"1"	"5"	"7"	"191"	"[Master Protein] Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"
